	day_of_week	day_of_month	month	time_of_day	topic_train	t_bullet	t_limited	t_northbound	timestamp	train_id_x	tweet_id	uid	is_delay	delay_minor	delay_med	delay_major	delay_catastrophic	is_backlog	is_canceled	is_passing	is_accident	is_medical	is_mechanical	is_customer	is_event	id	temp	precipiation	visability	windspeed	humidity	cloudcover
683	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	262	627278592561381377	283629101323149930496	1	0	1	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
684	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	262	627278592561381377	283629101323149930496	1	0	1	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
685	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	262	627278592561381377	283629101323149930496	1	0	1	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
686	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	262	627278592561381377	283629101323149930496	1	0	1	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
687	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	264	627278592561381377	287629101103167209472	0	0	0	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
688	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	264	627278592561381377	287629101103167209472	0	0	0	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
689	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	264	627278592561381377	287629101103167209472	0	0	0	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
690	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	264	627278592561381377	287629101103167209472	0	0	0	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
691	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	264	627278592561381377	287629101103167209472	0	0	0	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
692	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	264	627278592561381377	287629101103167209472	0	0	0	0	0	0	0	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
693	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	0	2015-08-01 00:44:05	366	627278592561381377	385628400683155238912	1	0	0	0	0	0	1	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
694	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	0	2015-08-01 00:44:05	366	627278592561381377	385628400683155238912	1	0	0	0	0	0	1	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
695	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	0	2015-08-01 00:44:05	366	627278592561381377	385628400683155238912	1	0	0	0	0	0	1	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
696	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	0	2015-08-01 00:44:05	366	627278592561381377	385628400683155238912	1	0	0	0	0	0	1	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
697	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	0	2015-08-01 00:44:05	366	627278592561381377	385628400683155238912	1	0	0	0	0	0	1	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
698	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	0	2015-08-01 00:44:05	366	627278592561381377	385628400683155238912	1	0	0	0	0	0	1	0	0	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
699	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	268	627278592561381377	385628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
700	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	268	627278592561381377	385628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
701	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	268	627278592561381377	385628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
702	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	268	627278592561381377	385628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
703	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	268	627278592561381377	385628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
704	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	0	2015-08-01 00:44:05	268	627278592561381377	385628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
705	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	1	2015-08-01 00:44:05	263	627278592561381377	274628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
706	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	1	2015-08-01 00:44:05	263	627278592561381377	274628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
707	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	1	2015-08-01 00:44:05	263	627278592561381377	274628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
708	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	1	2015-08-01 00:44:05	263	627278592561381377	274628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
709	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	1	2015-08-01 00:44:05	263	627278592561381377	274628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
710	5	1	8	error	'262', '264', '366', '268', '263', '365'	0	1	1	2015-08-01 00:44:05	263	627278592561381377	274628383102797115392	1	0	0	0	0	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
711	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	1	2015-08-01 00:44:05	365	627278592561381377	262627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
712	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	1	2015-08-01 00:44:05	365	627278592561381377	262627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
713	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	1	2015-08-01 00:44:05	365	627278592561381377	262627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
714	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	1	2015-08-01 00:44:05	365	627278592561381377	262627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
715	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	1	2015-08-01 00:44:05	365	627278592561381377	262627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
716	5	1	8	error	'262', '264', '366', '268', '263', '365'	1	0	1	2015-08-01 00:44:05	365	627278592561381377	262627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627278592561381377	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
717	5	1	8	error	'360', '159'	1	0	0	2015-08-01 00:10:55	360	627270244415836161	264627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627270244415836161	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
718	5	1	8	error	'360', '159'	1	0	0	2015-08-01 00:10:55	360	627270244415836161	264627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627270244415836161	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
719	5	1	8	error	'360', '159'	0	0	1	2015-08-01 00:10:55	159	627270244415836161	366627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627270244415836161	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
720	5	1	8	error	'360', '159'	0	0	1	2015-08-01 00:10:55	159	627270244415836161	366627278592561381377	1	0	0	0	1	0	0	0	1	0	0	0	0	627270244415836161	69.2975	0.0	9.86416666667	6.89333333333	0.704166666667	0.169090909091
721	4	31	7	error	'159'	0	0	1	2015-07-31 23:46:17	159	627264046060826624	268627278592561381377	1	0	0	1	0	0	0	0	1	0	0	0	0	627264046060826624	67.6933333333	0.0	9.92125	8.08	0.763333333333	0.138421052632
722	4	31	7	error	'360', ''	1	0	0	2015-07-31 23:45:27	360	627263837792702464	263627278592561381377	1	0	1	0	0	0	0	0	1	0	0	0	0	627263837792702464	67.6933333333	0.0	9.92125	8.08	0.763333333333	0.138421052632
723	4	31	7	error	'360'	1	0	0	2015-07-31 23:29:07	360	627259728129753088	365627278592561381377	1	0	1	0	0	0	0	0	1	0	0	0	0	627259728129753088	67.6933333333	0.0	9.92125	8.08	0.763333333333	0.138421052632
724	4	31	7	error	'371'	1	0	1	2015-07-31 00:44:11	371	626916231656767488	360627270244415836161	1	0	0	0	0	0	1	0	1	0	0	0	0	626916231656767488	67.6933333333	0.0	9.92125	8.08	0.763333333333	0.138421052632
725	3	30	7	rush_evening	'233'	0	1	1	2015-07-30 17:10:22	233	626802021782302724	159627270244415836161	1	0	0	0	0	0	1	0	1	0	0	0	0	626802021782302724	68.5529166667	0.0	9.57208333333	7.79708333333	0.767083333333	0.173333333333
726	3	30	7	error	'283'	0	1	1	2015-07-30 02:19:56	283	626577938624831488	159627264046060826624	1	0	0	0	0	0	0	0	1	0	0	0	0	626577938624831488	68.5529166667	0.0	9.57208333333	7.79708333333	0.767083333333	0.173333333333
727	3	30	7	error	'258'	0	1	0	2015-07-30 00:00:21	258	626542811354009600	360627263837792702464	1	0	0	0	0	0	0	0	1	0	0	0	0	626542811354009600	68.5529166667	0.0	9.57208333333	7.79708333333	0.767083333333	0.173333333333
728	2	29	7	error	'258'	0	1	0	2015-07-29 23:29:21	258	626535008744837121	360627259728129753088	1	0	0	0	0	0	0	0	1	0	0	0	0	626535008744837121	72.3275	0.0	9.99208333333	7.14875	0.619583333333	0.0175
729	2	29	7	rush_evening	'143'	0	0	1	2015-07-29 19:45:13	143	626478604134825984	371626916231656767488	1	1	0	0	0	0	0	0	0	0	0	0	0	626478604134825984	72.3275	0.0	9.99208333333	7.14875	0.619583333333	0.0175
730	2	29	7	rush_evening	'233'	0	1	1	2015-07-29 16:12:49	233	626425154193784832	233626802021782302724	1	0	1	0	0	0	0	0	0	0	0	0	0	626425154193784832	72.3275	0.0	9.99208333333	7.14875	0.619583333333	0.0175
731	2	29	7	error	'194'	0	0	0	2015-07-29 06:04:10	194	626271981961265154	283626577938624831488	1	0	1	0	0	0	0	0	0	0	0	0	0	626271981961265154	72.3275	0.0	9.99208333333	7.14875	0.619583333333	0.0175
732	2	29	7	error	'197'	0	0	1	2015-07-29 05:44:05	197	626266927338360832	258626542811354009600	1	0	0	1	0	0	0	0	0	0	0	0	0	626266927338360832	72.3275	0.0	9.99208333333	7.14875	0.619583333333	0.0175
733	2	29	7	error	'375'	1	0	1	2015-07-29 01:15:52	375	626199429607895040	258626535008744837121	1	0	1	0	0	0	0	0	0	0	0	0	0	626199429607895040	72.3275	0.0	9.99208333333	7.14875	0.619583333333	0.0175
734	1	28	7	rush_evening	'142'	0	0	0	2015-07-28 19:10:20	142	626107437888573440	143626478604134825984	1	0	1	0	0	0	0	0	0	0	0	1	1	626107437888573440	73.62875	0.0	10.0	6.04666666667	0.592916666667	0.01125
735	1	28	7	error	'375'	1	0	1	2015-07-28 00:47:26	375	625829885911547904	233626425154193784832	0	0	0	0	0	0	0	0	0	0	0	0	0	625829885911547904	73.62875	0.0	10.0	6.04666666667	0.592916666667	0.01125
736	1	28	7	error	'277'	0	1	1	2015-07-28 00:46:36	277	625829673511948288	194626271981961265154	1	0	0	0	0	0	0	0	0	0	0	0	0	625829673511948288	73.62875	0.0	10.0	6.04666666667	0.592916666667	0.01125
737	1	28	7	error	'273'	0	1	1	2015-07-28 00:11:51	273	625820927901601792	197626266927338360832	1	0	0	0	0	0	0	0	0	1	0	0	0	625820927901601792	73.62875	0.0	10.0	6.04666666667	0.592916666667	0.01125
738	5	25	7	error	'375'	1	0	1	2015-07-25 01:13:05	375	624749175184322564	375626199429607895040	1	0	1	0	0	0	0	0	0	0	0	0	0	624749175184322564	64.9820833333	0.0	10.0	8.34166666667	0.7425	0.122083333333
739	5	25	7	error	'375'	1	0	1	2015-07-25 01:06:04	375	624747408304373760	142626107437888573440	1	1	0	0	0	0	0	0	0	0	0	1	0	624747408304373760	64.9820833333	0.0	10.0	8.34166666667	0.7425	0.122083333333
740	5	25	7	error	'273'	0	1	1	2015-07-25 00:57:07	273	624745159742259200	375625829885911547904	0	0	0	0	0	0	0	0	0	0	0	0	0	624745159742259200	64.9820833333	0.0	10.0	8.34166666667	0.7425	0.122083333333
741	5	25	7	error	'365'	1	0	1	2015-07-25 00:01:27	365	624731150263521280	277625829673511948288	1	1	0	0	0	0	0	0	0	0	0	1	0	624731150263521280	64.9820833333	0.0	10.0	8.34166666667	0.7425	0.122083333333
742	3	23	7	rush_evening	'233'	0	1	1	2015-07-23 17:21:21	233	624268074644955136	273625820927901601792	1	1	0	0	0	0	0	0	0	0	0	0	0	624268074644955136	64.6570833333	0.0	10.0	8.02333333333	0.676666666667	0.179545454545
743	3	23	7	rush_evening	'233'	0	1	1	2015-07-23 17:10:07	233	624265244886503428	375624749175184322564	0	0	0	0	0	0	0	0	0	0	0	0	0	624265244886503428	64.6570833333	0.0	10.0	8.02333333333	0.676666666667	0.179545454545
744	3	23	7	rush_evening	'226'	0	1	0	2015-07-23 16:33:28	226	624256021477756928	375624747408304373760	0	0	0	0	0	0	0	0	0	0	0	0	0	624256021477756928	64.6570833333	0.0	10.0	8.02333333333	0.676666666667	0.179545454545
745	3	23	7	workday	'216'	0	1	0	2015-07-23 15:29:21	216	624239888699777026	273624745159742259200	1	0	0	0	0	0	1	0	0	0	1	0	0	624239888699777026	64.6570833333	0.0	10.0	8.02333333333	0.676666666667	0.179545454545
746	3	23	7	workday	'216'	0	1	0	2015-07-23 14:48:09	216	624229518572589056	365624731150263521280	0	0	0	0	0	0	0	0	0	0	0	0	0	624229518572589056	64.6570833333	0.0	10.0	8.02333333333	0.676666666667	0.179545454545
747	3	23	7	error	'273'	0	1	1	2015-07-23 00:12:17	273	624009098481172480	233624268074644955136	1	0	0	1	0	0	0	0	0	0	1	0	0	624009098481172480	64.6570833333	0.0	10.0	8.02333333333	0.676666666667	0.179545454545
748	2	22	7	rush_evening	'233'	0	1	1	2015-07-22 16:35:23	233	623894116573667328	233624265244886503428	1	0	0	0	0	0	0	0	0	0	1	0	0	623894116573667328	66.0083333333	0.0	10.0	7.91791666667	0.69125	0.162916666667
749	2	22	7	rush_evening	'220'	0	1	0	2015-07-22 16:01:27	220	623885577469886464	226624256021477756928	1	0	1	0	0	0	0	0	0	0	0	1	0	623885577469886464	66.0083333333	0.0	10.0	7.91791666667	0.69125	0.162916666667
750	2	22	7	error	'386'	1	0	0	2015-07-22 01:37:17	386	623668101712773120	216624239888699777026	1	0	1	0	0	1	0	0	0	0	1	0	0	623668101712773120	66.0083333333	0.0	10.0	7.91791666667	0.69125	0.162916666667
751	1	21	7	error	'365'	1	0	1	2015-07-21 23:51:39	365	623641520030093312	216624229518572589056	1	0	0	0	0	0	0	0	0	0	1	0	0	623641520030093312	66.7791666667	0.0	10.0	9.23916666667	0.749583333333	0.154285714286
752	1	21	7	rush_evening	'135'	0	0	1	2015-07-21 17:09:21	135	623540276263399424	273624009098481172480	1	1	0	0	0	0	0	0	0	0	0	0	0	623540276263399424	66.7791666667	0.0	10.0	9.23916666667	0.749583333333	0.154285714286
753	1	21	7	rush_evening	'233'	0	1	1	2015-07-21 16:54:04	233	623536429210046464	233623894116573667328	1	0	1	0	0	0	0	0	0	0	0	0	0	623536429210046464	66.7791666667	0.0	10.0	9.23916666667	0.749583333333	0.154285714286
754	1	21	7	workday	'314'	1	0	0	2015-07-21 14:05:57	314	623494122045730816	220623885577469886464	1	1	0	0	0	0	0	0	0	0	0	0	0	623494122045730816	66.7791666667	0.0	10.0	9.23916666667	0.749583333333	0.154285714286
755	0	20	7	rush_evening	'230'	0	1	0	2015-07-20 16:37:01	230	623169752509190144	386623668101712773120	0	0	0	0	0	0	0	0	0	0	0	0	0	623169752509190144	74.97	0.0	9.97416666667	8.12375	0.615833333333	0.13125
756	0	20	7	workday	'323'	1	0	1	2015-07-20 15:21:17	323	623150694824935424	365623641520030093312	0	0	0	0	0	0	0	0	0	0	0	0	0	623150694824935424	74.97	0.0	9.97416666667	8.12375	0.615833333333	0.13125
757	0	20	7	workday	'217', '221'	0	1	1	2015-07-20 15:17:12	217	623149667388252161	135623540276263399424	1	0	1	0	0	0	0	0	0	0	0	0	0	623149667388252161	74.97	0.0	9.97416666667	8.12375	0.615833333333	0.13125
758	0	20	7	workday	'217', '221'	0	1	1	2015-07-20 15:17:12	217	623149667388252161	135623540276263399424	1	0	1	0	0	0	0	0	0	0	0	0	0	623149667388252161	74.97	0.0	9.97416666667	8.12375	0.615833333333	0.13125
759	0	20	7	workday	'217', '221'	0	1	1	2015-07-20 15:17:12	221	623149667388252161	233623536429210046464	1	0	1	0	0	0	0	0	0	0	0	0	0	623149667388252161	74.97	0.0	9.97416666667	8.12375	0.615833333333	0.13125
760	0	20	7	workday	'217', '221'	0	1	1	2015-07-20 15:17:12	221	623149667388252161	233623536429210046464	1	0	1	0	0	0	0	0	0	0	0	0	0	623149667388252161	74.97	0.0	9.97416666667	8.12375	0.615833333333	0.13125
761	0	20	7	workday	'221'	0	1	1	2015-07-20 15:07:17	221	623147171441840129	314623494122045730816	0	0	0	0	0	0	0	0	0	0	0	0	0	623147171441840129	74.97	0.0	9.97416666667	8.12375	0.615833333333	0.13125
762	5	18	7	error	'156'	0	0	0	2015-07-18 00:00:08	156	622194104517050369	230623169752509190144	1	0	1	0	0	0	0	0	0	0	0	0	0	622194104517050369	68.5491666667	0.0	9.88708333333	6.70916666667	0.68125	0.1675
763	3	16	7	workday	'218'	0	1	0	2015-07-16 14:40:16	218	621690817686585344	323623150694824935424	1	0	0	0	0	1	0	1	0	0	0	0	0	621690817686585344	67.6508333333	0.0	9.84166666667	6.05666666667	0.73125	0.0875
764	3	16	7	error	'267', '371'	0	1	1	2015-07-16 00:38:13	267	621478910815924224	217623149667388252161	1	0	1	0	0	1	0	0	0	0	0	0	0	621478910815924224	67.6508333333	0.0	9.84166666667	6.05666666667	0.73125	0.0875
765	3	16	7	error	'267', '371'	0	1	1	2015-07-16 00:38:13	267	621478910815924224	217623149667388252161	1	0	1	0	0	1	0	0	0	0	0	0	0	621478910815924224	67.6508333333	0.0	9.84166666667	6.05666666667	0.73125	0.0875
766	3	16	7	error	'267', '371'	1	0	1	2015-07-16 00:38:13	371	621478910815924224	221623149667388252161	1	0	1	0	0	0	0	0	0	0	0	0	0	621478910815924224	67.6508333333	0.0	9.84166666667	6.05666666667	0.73125	0.0875
767	3	16	7	error	'267', '371'	1	0	1	2015-07-16 00:38:13	371	621478910815924224	221623149667388252161	1	0	1	0	0	0	0	0	0	0	0	0	0	621478910815924224	67.6508333333	0.0	9.84166666667	6.05666666667	0.73125	0.0875
768	3	16	7	error	'267'	0	1	1	2015-07-16 00:27:32	267	621476223714136064	221623147171441840129	1	0	1	0	0	0	0	0	0	0	0	0	0	621476223714136064	67.6508333333	0.0	9.84166666667	6.05666666667	0.73125	0.0875
769	2	15	7	rush_evening	'138'	0	0	0	2015-07-15 18:31:33	138	621386637159698433	156622194104517050369	1	1	0	0	0	0	0	0	0	0	0	0	0	621386637159698433	67.8541666667	0.0	10.0	6.45125	0.696666666667	0.07
770	2	15	7	rush_evening	'233'	0	1	1	2015-07-15 16:47:28	233	621360444146475008	218621690817686585344	0	0	0	0	0	0	0	0	0	0	0	0	0	621360444146475008	67.8541666667	0.0	10.0	6.45125	0.696666666667	0.07
771	2	15	7	error	'264'	0	1	0	2015-07-15 01:59:30	264	621136980282343424	267621478910815924224	1	0	1	0	0	0	0	0	0	0	0	0	0	621136980282343424	67.8541666667	0.0	10.0	6.45125	0.696666666667	0.07
772	2	15	7	error	'268'	0	1	0	2015-07-15 01:40:57	268	621132308528136192	371621478910815924224	1	0	1	0	0	0	0	0	0	0	0	0	0	621132308528136192	67.8541666667	0.0	10.0	6.45125	0.696666666667	0.07
773	2	15	7	error	'264'	0	1	0	2015-07-15 00:54:43	264	621120675982479361	267621476223714136064	1	0	0	0	0	1	0	0	0	0	1	0	0	621120675982479361	67.8541666667	0.0	10.0	6.45125	0.696666666667	0.07
774	1	14	7	error	'146'	0	0	0	2015-07-14 20:28:26	146	621053662199033856	138621386637159698433	1	1	0	0	0	0	0	0	0	0	0	0	0	621053662199033856	64.8058333333	0.0	9.98708333333	10.3091666667	0.727916666667	0.195454545455
775	1	14	7	rush_evening	'142', '143'	0	0	0	2015-07-14 19:25:34	142	621037841892577280	233621360444146475008	1	1	0	0	0	0	0	0	0	0	0	0	0	621037841892577280	64.8058333333	0.0	9.98708333333	10.3091666667	0.727916666667	0.195454545455
776	1	14	7	rush_evening	'142', '143'	0	0	0	2015-07-14 19:25:34	142	621037841892577280	233621360444146475008	1	1	0	0	0	0	0	0	0	0	0	0	0	621037841892577280	64.8058333333	0.0	9.98708333333	10.3091666667	0.727916666667	0.195454545455
777	1	14	7	rush_evening	'142', '143'	0	0	1	2015-07-14 19:25:34	143	621037841892577280	264621136980282343424	0	0	0	0	0	0	0	0	0	0	0	0	0	621037841892577280	64.8058333333	0.0	9.98708333333	10.3091666667	0.727916666667	0.195454545455
778	1	14	7	rush_evening	'142', '143'	0	0	1	2015-07-14 19:25:34	143	621037841892577280	264621136980282343424	0	0	0	0	0	0	0	0	0	0	0	0	0	621037841892577280	64.8058333333	0.0	9.98708333333	10.3091666667	0.727916666667	0.195454545455
779	1	14	7	workday	'313'	1	0	1	2015-07-14 14:08:13	313	620957977856454656	268621132308528136192	1	0	0	0	0	0	0	0	1	0	0	0	0	620957977856454656	64.8058333333	0.0	9.98708333333	10.3091666667	0.727916666667	0.195454545455
780	1	14	7	error	'258'	0	1	0	2015-07-14 00:35:41	258	620753498699755520	264621120675982479361	1	0	0	0	0	0	0	0	1	0	0	0	0	620753498699755520	64.8058333333	0.0	9.98708333333	10.3091666667	0.727916666667	0.195454545455
781	1	14	7	error	'258'	0	1	0	2015-07-14 00:25:42	258	620750983967080448	146621053662199033856	1	1	0	0	0	0	0	0	0	0	0	0	0	620750983967080448	64.8058333333	0.0	9.98708333333	10.3091666667	0.727916666667	0.195454545455
782	1	14	7	error	'269'	0	1	1	2015-07-14 00:24:59	269	620750805478420480	142621037841892577280	1	1	0	0	0	0	0	0	0	0	0	0	0	620750805478420480	64.8058333333	0.0	9.98708333333	10.3091666667	0.727916666667	0.195454545455
783	0	13	7	rush_evening	'135'	0	0	1	2015-07-13 17:40:42	135	620649061914312704	143621037841892577280	1	1	0	0	0	0	0	0	0	0	0	0	0	620649061914312704	67.8595833333	0.0	9.88708333333	8.20333333333	0.689583333333	0.136956521739
784	3	9	7	error	'146', '150'	0	0	0	2015-07-09 20:03:05	146	619235342361563136	313620957977856454656	1	0	0	0	0	0	1	0	0	0	1	0	0	619235342361563136	64.00625	0.0	9.92125	6.34916666667	0.722083333333	0.31
785	3	9	7	error	'146', '150'	0	0	0	2015-07-09 20:03:05	146	619235342361563136	313620957977856454656	1	0	0	0	0	0	1	0	0	0	1	0	0	619235342361563136	64.00625	0.0	9.92125	6.34916666667	0.722083333333	0.31
786	3	9	7	error	'146', '150'	0	0	0	2015-07-09 20:03:05	150	619235342361563136	258620753498699755520	1	0	0	1	0	0	0	0	0	0	1	0	0	619235342361563136	64.00625	0.0	9.92125	6.34916666667	0.722083333333	0.31
787	3	9	7	error	'146', '150'	0	0	0	2015-07-09 20:03:05	150	619235342361563136	258620753498699755520	1	0	0	1	0	0	0	0	0	0	1	0	0	619235342361563136	64.00625	0.0	9.92125	6.34916666667	0.722083333333	0.31
788	2	8	7	error	'156'	0	0	0	2015-07-08 23:49:48	156	618930012998111232	258620750983967080448	1	0	1	0	0	0	0	0	0	0	1	0	0	618930012998111232	64.1379166667	0.0	10.0	8.26	0.704583333333	0.122941176471
789	2	8	7	error	'156'	0	0	0	2015-07-08 23:00:21	156	618917566392602624	269620750805478420480	0	0	0	0	0	0	0	0	0	0	0	0	0	618917566392602624	64.1379166667	0.0	10.0	8.26	0.704583333333	0.122941176471
790	2	8	7	error	'375'	1	0	1	2015-07-08 01:10:14	375	618587863039381505	135620649061914312704	1	0	1	0	0	0	0	0	0	0	0	0	0	618587863039381505	64.1379166667	0.0	10.0	8.26	0.704583333333	0.122941176471
791	1	7	7	error	'375'	1	0	1	2015-07-07 00:53:48	375	618221343335563265	146619235342361563136	1	0	0	0	0	0	1	0	0	0	0	0	0	618221343335563265	67.9533333333	0.0	10.0	9.12375	0.696666666667	0.156666666667
792	1	7	7	error	'365'	1	0	1	2015-07-07 00:11:58	365	618210814105796608	150619235342361563136	0	0	0	0	0	0	0	0	0	0	0	0	0	618210814105796608	67.9533333333	0.0	10.0	9.12375	0.696666666667	0.156666666667
793	3	2	7	error	'278'	0	1	0	2015-07-02 01:55:38	278	616424962216177664	156618930012998111232	1	0	1	0	0	0	0	0	0	1	0	0	1	616424962216177664	68.0658333333	0.0	10.0	7.93166666667	0.75125	0.00833333333333
